1,2985.32,2168.13,10634,2203.27,2855.68,2174.9,1006,835.334,825.61
Type:ex_large#Total,1,CalcRepair,1,PostprocRepair,1,GreedyRepair,1
2,2985.32,2591.53,567.137,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_large#Total,2,CalcRepair,2,PostprocRepair,2,GreedyRepair,2
3,2985.32,781.335,235.588,996.725,-15173.9,821.89,2558.06,117008,2203.98
Type:ex_large#Total,3,CalcRepair,3,PostprocRepair,3,GreedyRepair,2
4,2985.32,194.952,604.842,664.576,797.642,244.466,2985.32,14096.2,2792.23
Type:ex_large#Total,4,CalcRepair,3,PostprocRepair,4,GreedyRepair,2
6,2985.32,2318.98,565.311,2467.32,2881.52,2331.24,666.338,668.822,666.338
Type:ex_large#Total,5,CalcRepair,4,PostprocRepair,5,GreedyRepair,3
7,2985.32,2616.54,755.426,2635.24,1556.9,2623.33,450.327,9203.94,368.778
Type:ex_large#Total,6,CalcRepair,5,PostprocRepair,6,GreedyRepair,4
8,2985.32,1088.35,4312.65,1206.96,2664.2,1123.26,2287.62,2069.12,1896.97
Type:ex_large#Total,7,CalcRepair,6,PostprocRepair,7,GreedyRepair,5
9,2985.32,1714.61,438.147,1815.17,1293,1737.99,1505.23,10904.4,1270.71
Type:ex_large#Total,8,CalcRepair,7,PostprocRepair,8,GreedyRepair,6
10,2985.32,2985.32,625.634,2985.32,2985.32,2985.32,0,0,0
Type:ex_large#Total,9,CalcRepair,8,PostprocRepair,9,GreedyRepair,7
11,2985.32,781.335,226.274,996.725,-11738,821.89,2558.06,94869,2203.98
Type:ex_large#Total,10,CalcRepair,9,PostprocRepair,10,GreedyRepair,7
13,2985.32,2305.8,9915.97,2457.07,2877.62,2318.31,679.515,693.967,679.515
Type:ex_large#Total,11,CalcRepair,10,PostprocRepair,11,GreedyRepair,8
14,2985.32,30.5524,7.90366,664.576,2525.1,84.8624,2985.32,2965.43,2954.83
Type:ex_large#Total,12,CalcRepair,11,PostprocRepair,12,GreedyRepair,9
15,2985.32,781.335,2973.62,996.725,2621.32,821.89,2558.06,2345.43,2203.98
Type:ex_large#Total,13,CalcRepair,12,PostprocRepair,13,GreedyRepair,10
16,2985.32,114.643,557.663,667.336,2080.07,163.42,2981.77,5832.95,2874.8
Type:ex_large#Total,14,CalcRepair,12,PostprocRepair,14,GreedyRepair,10
19,2985.32,181.839,843.786,664.576,716.31,231.712,2985.32,14620.2,2805.23
Type:ex_large#Total,15,CalcRepair,13,PostprocRepair,15,GreedyRepair,11
20,2985.32,115.416,30.7557,677.06,-4021.58,168.225,2969.26,45148.6,2869.9
Type:ex_large#Total,16,CalcRepair,14,PostprocRepair,16,GreedyRepair,11
23,2985.32,1088.35,258.606,1206.96,-54638.4,1123.26,2287.62,371296,1896.97
Type:ex_large#Total,17,CalcRepair,15,PostprocRepair,17,GreedyRepair,11
24,2985.32,2591.53,731.387,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_large#Total,18,CalcRepair,16,PostprocRepair,18,GreedyRepair,12
25,2985.32,2305.8,10789.5,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_large#Total,19,CalcRepair,17,PostprocRepair,19,GreedyRepair,13
27,2985.32,114.682,478.477,669.538,-1690.25,164.658,2978.94,30126.8,2873.54
Type:ex_large#Total,20,CalcRepair,17,PostprocRepair,20,GreedyRepair,14
29,2985.32,191.783,612.135,664.576,1270.06,239.597,2985.32,11052.2,2797.19
Type:ex_large#Total,21,CalcRepair,17,PostprocRepair,21,GreedyRepair,14
30,2985.32,1105.97,5174.33,920.617,1813.08,909.588,2655.96,7553.23,2114.64
Type:ex_large#Total,22,CalcRepair,18,PostprocRepair,22,GreedyRepair,15
31,2985.32,930.697,3910.38,1054.53,-17038.9,946.345,2483.7,129025,2077.2
Type:ex_large#Total,23,CalcRepair,19,PostprocRepair,23,GreedyRepair,16
33,2985.32,2685.85,760.143,2752.51,2938.32,2691.36,299.473,302.865,299.473
Type:ex_large#Total,24,CalcRepair,20,PostprocRepair,24,GreedyRepair,17
36,2985.32,1429.12,4425.5,1305.28,-14452.9,1314.69,2161.14,112362,1701.94
Type:ex_large#Total,25,CalcRepair,21,PostprocRepair,25,GreedyRepair,18
37,2985.32,2410.83,609.257,2538.72,2895.69,2421.4,574.488,577.498,574.488
Type:ex_large#Total,26,CalcRepair,22,PostprocRepair,26,GreedyRepair,19
38,2985.32,1450.33,5459.93,1313.53,-13767.8,1344.38,2150.53,107948,1671.7
Type:ex_large#Total,27,CalcRepair,23,PostprocRepair,27,GreedyRepair,20
39,2985.32,2320.05,507.068,2468.15,1873.6,2332.29,665.274,7163.28,665.274
Type:ex_large#Total,28,CalcRepair,24,PostprocRepair,28,GreedyRepair,21
40,2985.32,1727.51,392.615,1883.62,2396.65,1695.94,1417.19,3793.09,1313.55
Type:ex_large#Total,29,CalcRepair,25,PostprocRepair,29,GreedyRepair,22
41,2985.32,2410.83,556.894,2538.72,2171.55,2421.4,574.488,5243.48,574.488
Type:ex_large#Total,30,CalcRepair,26,PostprocRepair,30,GreedyRepair,23
42,2985.32,2010.49,7001.87,2082.77,872.057,1972.89,1161,13616.7,1031.4
Type:ex_large#Total,31,CalcRepair,27,PostprocRepair,31,GreedyRepair,24
44,2985.32,188.619,46.8826,664.576,2211.39,230.439,2985.32,4986.76,2806.52
Type:ex_large#Total,32,CalcRepair,28,PostprocRepair,32,GreedyRepair,25
45,2985.32,2010.49,542.104,2082.77,-1533.8,1972.89,1161,29118.7,1031.4
Type:ex_large#Total,33,CalcRepair,29,PostprocRepair,33,GreedyRepair,25
46,2985.32,222.75,56.7775,672.12,279.361,271.126,2975.62,17435.7,2765.07
Type:ex_large#Total,34,CalcRepair,30,PostprocRepair,34,GreedyRepair,26
48,2985.32,1088.35,235.233,1206.96,-5718.99,1123.26,2287.62,56085.8,1896.97
Type:ex_large#Total,35,CalcRepair,31,PostprocRepair,35,GreedyRepair,26
49,2985.32,2596.76,10244.6,2683.26,2924.87,2603.91,388.559,389.477,388.559
Type:ex_large#Total,36,CalcRepair,32,PostprocRepair,36,GreedyRepair,27
50,2985.32,1714.61,346.74,1815.17,-8160.79,1737.99,1505.23,71819.4,1270.71
Type:ex_large#Total,37,CalcRepair,33,PostprocRepair,37,GreedyRepair,27
51,2985.32,1373.13,4677.09,1195.56,2156.45,1282.04,2302.28,5340.8,1735.2
Type:ex_large#Total,38,CalcRepair,34,PostprocRepair,38,GreedyRepair,28
52,2985.32,2591.53,9118.35,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_large#Total,39,CalcRepair,35,PostprocRepair,39,GreedyRepair,29
53,2985.32,115.416,23.4144,677.06,-1948.31,168.225,2969.26,31789.6,2869.9
Type:ex_large#Total,40,CalcRepair,36,PostprocRepair,40,GreedyRepair,29
54,2985.32,2305.8,8778.09,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_large#Total,41,CalcRepair,37,PostprocRepair,41,GreedyRepair,30
55,2985.32,1669.23,534.933,1512.92,1458.77,1600.63,1894.04,9836.27,1410.65
Type:ex_large#Total,42,CalcRepair,38,PostprocRepair,42,GreedyRepair,31
56,2985.32,928.506,3890.49,1029.01,-15392.8,923.432,2516.53,118418,2100.54
Type:ex_large#Total,43,CalcRepair,39,PostprocRepair,43,GreedyRepair,32
57,2985.32,2305.8,707.988,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_large#Total,44,CalcRepair,40,PostprocRepair,44,GreedyRepair,33
59,2985.32,2305.8,706.575,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_large#Total,45,CalcRepair,41,PostprocRepair,45,GreedyRepair,34
60,2985.32,183.508,42.1962,665.082,905.059,235.063,2984.67,13404.1,2801.81
Type:ex_large#Total,46,CalcRepair,42,PostprocRepair,46,GreedyRepair,35
61,2985.32,138.276,688.454,665.082,2535.22,190.664,2984.67,2900.19,2847.04
Type:ex_large#Total,47,CalcRepair,43,PostprocRepair,47,GreedyRepair,35
62,2985.32,2010.49,412.856,2082.77,-520.054,1972.89,1161,22586.7,1031.4
Type:ex_large#Total,48,CalcRepair,44,PostprocRepair,48,GreedyRepair,35
63,2985.32,1364.45,4105.93,1162.96,2723.06,1242.48,2344.21,1689.86,1775.51
Type:ex_large#Total,49,CalcRepair,45,PostprocRepair,49,GreedyRepair,36
64,2985.32,185.696,789.854,664.576,2537.02,209.936,2985.32,2888.6,2827.41
Type:ex_large#Total,50,CalcRepair,46,PostprocRepair,50,GreedyRepair,36
65,2985.32,1726.76,364.088,1584.63,2784.11,1666.99,1801.79,1296.49,1343.04
Type:ex_large#Total,51,CalcRepair,47,PostprocRepair,51,GreedyRepair,37
66,2985.32,30.5579,9.83501,664.576,2524.76,84.9196,2985.32,2967.59,2954.77
Type:ex_large#Total,52,CalcRepair,48,PostprocRepair,52,GreedyRepair,38
67,2985.32,1450.33,377.798,1313.53,2737.72,1344.38,2150.53,1595.37,1671.7
Type:ex_large#Total,53,CalcRepair,49,PostprocRepair,53,GreedyRepair,39
68,2985.32,2985.32,10901.1,2985.32,2985.32,2985.32,0,0,0
Type:ex_large#Total,54,CalcRepair,50,PostprocRepair,54,GreedyRepair,40
70,2985.32,1156.07,269.863,1279.7,-8334.19,1189.73,2194.04,72936.7,1829.25
Type:ex_large#Total,55,CalcRepair,51,PostprocRepair,55,GreedyRepair,40
71,2985.32,2985.32,734.764,2985.32,2985.32,2985.32,0,0,0
Type:ex_large#Total,56,CalcRepair,52,PostprocRepair,56,GreedyRepair,41
72,2985.32,1251.91,265.397,980.73,2499.9,1117.97,2578.63,3127.8,1902.35
Type:ex_large#Total,57,CalcRepair,53,PostprocRepair,57,GreedyRepair,42
73,2985.32,2591.53,11264.8,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_large#Total,58,CalcRepair,54,PostprocRepair,58,GreedyRepair,43
74,2985.32,136.768,36.3137,664.576,-81.5535,186.464,2985.32,19761.2,2851.32
Type:ex_large#Total,59,CalcRepair,55,PostprocRepair,59,GreedyRepair,43
75,2985.32,2685.85,11918.1,2752.51,2938.32,2691.36,299.473,302.865,299.473
Type:ex_large#Total,60,CalcRepair,56,PostprocRepair,60,GreedyRepair,44
76,2985.32,2328.35,522.764,2474.6,2535.35,2340.44,656.966,2899.33,656.966
Type:ex_large#Total,61,CalcRepair,57,PostprocRepair,61,GreedyRepair,45
77,2985.32,1360.02,328.607,1181.77,1332.96,1233.66,2320.02,10646.9,1784.5
Type:ex_large#Total,62,CalcRepair,58,PostprocRepair,62,GreedyRepair,46
78,2985.32,220.967,665.543,666.543,2544.86,268.273,2982.79,2838.08,2767.98
Type:ex_large#Total,63,CalcRepair,58,PostprocRepair,63,GreedyRepair,46
79,2985.32,2410.83,10111.6,2538.72,2895.69,2421.4,574.488,577.498,574.488
Type:ex_large#Total,64,CalcRepair,59,PostprocRepair,64,GreedyRepair,47
80,2985.32,2394.98,7819.99,2526.4,2893.7,2405.84,590.338,590.338,590.338
Type:ex_large#Total,65,CalcRepair,60,PostprocRepair,65,GreedyRepair,48
82,2985.32,1429.12,6091.18,1305.28,-9004.14,1314.69,2161.14,77253.4,1701.94
Type:ex_large#Total,66,CalcRepair,61,PostprocRepair,66,GreedyRepair,49
83,2985.32,2305.8,11274.6,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_large#Total,67,CalcRepair,62,PostprocRepair,67,GreedyRepair,50
84,2985.32,2591.53,12678,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_large#Total,68,CalcRepair,63,PostprocRepair,68,GreedyRepair,51
85,2985.32,1376.54,5017.3,1161.48,-2098.36,1198.77,2346.12,32756.4,1820.04
Type:ex_large#Total,69,CalcRepair,64,PostprocRepair,69,GreedyRepair,52
86,2985.32,221.587,714.842,664.576,2545.21,271.416,2985.32,2835.82,2764.78
Type:ex_large#Total,70,CalcRepair,65,PostprocRepair,70,GreedyRepair,52
87,2985.32,1450.33,7202.76,1313.53,-9915.8,1344.38,2150.53,83127.7,1671.7
Type:ex_large#Total,71,CalcRepair,66,PostprocRepair,71,GreedyRepair,53
88,2985.32,2985.32,770.504,2985.32,2985.32,2985.32,0,0,0
Type:ex_large#Total,72,CalcRepair,67,PostprocRepair,72,GreedyRepair,54
90,2985.32,2685.85,623.92,2752.51,2938.32,2691.36,299.473,302.865,299.473
Type:ex_large#Total,73,CalcRepair,68,PostprocRepair,73,GreedyRepair,55
91,2985.32,1376.54,6193.8,1161.48,2729.44,1198.77,2346.12,1648.74,1820.04
Type:ex_large#Total,74,CalcRepair,69,PostprocRepair,74,GreedyRepair,56
92,2985.32,2591.53,10086.2,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_large#Total,75,CalcRepair,70,PostprocRepair,75,GreedyRepair,57
93,2985.32,2394.98,595.965,2526.4,2893.7,2405.84,590.338,590.338,590.338
Type:ex_large#Total,76,CalcRepair,71,PostprocRepair,76,GreedyRepair,58
94,2985.32,138.276,27.9835,665.082,2535.22,190.664,2984.67,2900.19,2847.04
Type:ex_large#Total,77,CalcRepair,72,PostprocRepair,77,GreedyRepair,59
95,2985.32,115.416,410.934,677.06,-3519.83,168.225,2969.26,41915.6,2869.9
Type:ex_large#Total,78,CalcRepair,72,PostprocRepair,78,GreedyRepair,60
96,2985.32,1624.31,384.815,1703.06,2754.93,1642.11,1649.45,1484.52,1368.39
Type:ex_large#Total,79,CalcRepair,73,PostprocRepair,79,GreedyRepair,61
97,2985.32,1450.33,321.253,1313.53,-12521.5,1344.38,2150.53,99917.7,1671.7
Type:ex_large#Total,80,CalcRepair,74,PostprocRepair,80,GreedyRepair,61
99,2985.32,2305.8,542.671,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_large#Total,81,CalcRepair,75,PostprocRepair,81,GreedyRepair,62
100,2985.32,2394.98,717.03,2526.4,2893.7,2405.84,590.338,590.338,590.338
Type:ex_large#Total,82,CalcRepair,76,PostprocRepair,82,GreedyRepair,63
